TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Target
112.72,Debit,Washington,Branch,31.0,Doctor,17.0,1.0,9630.0,3
568.88,Debit,Nashville,Branch,19.0,Student,105.0,1.0,1307.8599999999997,0
189.03,Debit,Oklahoma City,ATM,28.0,Student,50.0,1.0,1916.46,0
189.08,Debit,Miami,Branch,68.0,Doctor,238.0,1.0,10790.8,0
958.9,Debit,Memphis,Branch,31.0,Engineer,135.0,1.0,9977.49,0
283.15,Debit,Baltimore,Online,24.0,Student,180.0,1.0,603.79,1
151.82,Debit,Chicago,ATM,51.0,Retired,105.0,1.0,2197.12,1
438.59,Debit,San Jose,Online,37.0,Engineer,103.0,1.0,8994.39,3
501.15,Debit,Phoenix,Branch,47.0,Engineer,208.0,1.0,8821.84,0
917.81,Debit,Kansas City,ATM,64.0,Retired,75.0,2.0,3173.17,2
8.949999999999989,Debit,Oklahoma City,Online,76.0,Retired,102.0,1.0,3299.84,0
173.6,Debit,Austin,Online,21.0,Student,160.0,1.0,421.4399999999996,1
149.4,Debit,Chicago,ATM,53.0,Retired,123.0,1.0,1035.2200000000007,1
388.21,Credit,Columbus,Branch,53.0,Doctor,237.0,1.0,9724.49,1
484.3,Credit,Boston,Online,61.0,Retired,230.0,3.0,7910.3,1
126.04000000000002,Credit,Charlotte,Branch,65.0,Retired,167.0,1.0,6041.69,1
52.03999999999999,Credit,Colorado Springs,Branch,50.0,Doctor,31.0,1.0,8436.12,1
389.7,Credit,Austin,Branch,62.0,Doctor,216.0,1.0,7125.15,1
309.77,Credit,San Antonio,Online,67.0,Retired,137.0,1.0,4378.14,3
202.55,Debit,Dallas,ATM,21.0,Student,34.0,2.0,701.7299999999996,1
724.18,Debit,Fort Worth,Branch,41.0,Doctor,134.0,1.0,10922.78,2
124.98000000000002,Debit,Washington,ATM,24.0,Student,78.0,1.0,642.0,3
487.32,Debit,Kansas City,Branch,52.0,Doctor,164.0,1.0,7707.96,2
635.91,Credit,Jacksonville,Branch,46.0,Doctor,78.0,1.0,13267.09,2
205.65,Debit,Houston,Branch,62.0,Retired,144.0,1.0,3582.16,2
39.40999999999997,Debit,Louisville,Branch,25.000000000000004,Student,132.0,1.0,921.9099999999999,2
254.0,Debit,Nashville,Branch,35.0,Doctor,63.0,1.0,5788.53,0
436.8,Debit,Houston,Branch,36.0,Engineer,213.0,1.0,4515.43,2
224.73,Debit,Miami,Branch,76.0,Retired,63.0,1.0,7551.89,0
752.69,Credit,Dallas,ATM,65.0,Doctor,115.0,1.0,14489.69,1
78.5,Credit,San Jose,Branch,31.0,Doctor,41.0,1.0,13991.5,3
50.0,Credit,Jacksonville,ATM,53.0,Doctor,87.0,1.0,185.8699999999999,2
132.41999999999996,Debit,Denver,ATM,18.0,Student,164.0,1.0,726.3900000000003,1
83.16,Debit,Los Angeles,ATM,61.0,Retired,177.0,1.0,3065.87,2
149.01999999999998,Credit,Fort Worth,Branch,46.0,Engineer,176.0,1.0,9379.72,2
74.26999999999998,Credit,Memphis,Online,59.0,Doctor,148.0,1.0,13696.61,0
876.57,Credit,Portland,ATM,62.0,Retired,118.0,1.0,3743.63,0
615.58,Debit,Jacksonville,ATM,42.0,Doctor,133.0,1.0,14343.0,2
643.03,Credit,Jacksonville,Online,36.0,Engineer,52.0,1.0,2882.16,2
7.949999999999989,Debit,Phoenix,ATM,79.0,Retired,65.0,1.0,5631.2,0
270.92,Credit,Louisville,Branch,77.0,Retired,143.0,1.0,4574.43,2
499.48,Debit,Charlotte,ATM,24.0,Student,133.0,1.0,1242.62,1
841.5,Credit,Atlanta,Branch,25.000000000000004,Student,287.0,1.0,352.3100000000004,1
138.82,Debit,Fort Worth,Online,77.0,Retired,53.0,1.0,3100.2200000000003,2
231.46,Credit,Miami,Branch,60.0,Engineer,83.0,1.0,4707.24,0
292.08,Debit,Columbus,ATM,72.0,Retired,32.0,1.0,7950.48,1
63.97999999999999,Debit,Baltimore,Online,54.0,Doctor,258.0,1.0,7954.12,1
235.21,Debit,Boston,Branch,67.0,Doctor,74.0,1.0,5946.61,1
201.73,Debit,Baltimore,Online,57.0,Engineer,78.0,1.0,6650.71,1
161.31,Debit,Nashville,ATM,28.0,Student,13.0,1.0,1268.67,0
18.410000000000025,Debit,Atlanta,Branch,53.0,Doctor,168.0,1.0,8287.54,1
471.75,Credit,San Jose,Branch,34.0,Doctor,41.0,1.0,12948.5,3
290.02,Debit,Milwaukee,Branch,55.0,Engineer,246.0,1.0,4746.71,0
48.04999999999998,Debit,New York,Branch,27.0,Engineer,38.0,1.0,5334.97,0
359.42,Debit,Baltimore,Branch,55.0,Doctor,30.0,1.0,1765.4499999999998,1
32.90999999999997,Debit,Fort Worth,Online,19.0,Student,255.0,1.0,427.3000000000002,2
31.810000000000002,Debit,Fort Worth,Online,51.0,Retired,149.0,1.0,1406.6,2
220.2,Debit,Boston,Online,28.0,Student,102.0,1.0,1075.15,1
476.03,Credit,Houston,Branch,77.0,Retired,99.0,1.0,5958.34,2
141.91,Debit,Miami,Branch,23.0,Student,49.0,1.0,791.9700000000003,0
95.82999999999998,Debit,Washington,Online,27.0,Student,91.0,1.0,1726.4,3
51.150000000000006,Credit,Los Angeles,Branch,46.0,Engineer,199.0,1.0,8992.25,2
50.74999999999997,Debit,Boston,ATM,62.0,Doctor,185.0,1.0,8271.47,1
185.07,Debit,Colorado Springs,Branch,21.999999999999996,Student,159.0,1.0,636.4200000000001,1
293.54,Debit,Sacramento,Online,40.0,Engineer,45.0,1.0,2290.1,3
285.26,Debit,Atlanta,ATM,28.0,Student,93.0,1.0,167.72000000000025,1
743.03,Debit,New York,ATM,50.0,Engineer,174.0,1.0,4111.38,0
297.86,Credit,Milwaukee,ATM,28.0,Student,96.0,1.0,1680.1400000000003,0
231.92,Debit,Indianapolis,ATM,66.0,Doctor,12.0,1.0,5715.08,2
295.82,Credit,Chicago,Branch,47.0,Engineer,46.0,1.0,5897.73,1
81.07999999999998,Debit,Omaha,ATM,58.0,Engineer,56.0,1.0,7788.91,0
775.5999999999999,Credit,Mesa,Branch,79.0,Retired,158.0,1.0,3898.64,0
211.91,Debit,Indianapolis,Online,20.0,Student,181.0,1.0,927.4700000000003,2
17.20999999999998,Debit,Omaha,Online,23.0,Student,219.0,1.0,914.1599999999999,0
38.370000000000005,Debit,San Antonio,ATM,63.0,Doctor,135.0,1.0,8647.04,3
269.79,Debit,San Jose,ATM,52.0,Engineer,17.0,1.0,1292.1,3
605.42,Debit,Mesa,ATM,21.0,Student,33.0,1.0,392.34000000000015,0
29.189999999999998,Credit,Nashville,Branch,58.0,Doctor,41.0,1.0,12059.85,0
701.7,Credit,Seattle,Online,61.0,Retired,64.0,1.0,6643.24,3
862.34,Debit,Kansas City,Branch,57.0,Doctor,72.0,1.0,9903.48,2
36.97000000000003,Debit,Virginia Beach,Branch,41.0,Engineer,79.0,1.0,2850.92,3
137.59,Debit,Nashville,ATM,30.0,Doctor,95.0,1.0,10679.67,0
168.11,Credit,New York,Online,51.0,Doctor,12.0,1.0,10652.13,0
430.98,Debit,Baltimore,Branch,24.0,Student,93.0,1.0,569.25,1
13.870000000000005,Debit,Phoenix,Branch,24.0,Student,20.0,1.0,954.8299999999999,0
175.07,Debit,Las Vegas,Online,28.0,Engineer,169.0,2.0,9274.64,2
302.82,Debit,Jacksonville,ATM,36.0,Engineer,175.0,1.0,9384.54,2
406.81,Debit,New York,Online,66.0,Retired,84.0,1.0,1968.3599999999997,0
256.3,Debit,New York,Online,53.0,Retired,172.0,1.0,4203.05,0
80.95999999999995,Credit,Jacksonville,Online,19.0,Student,97.0,1.0,959.9400000000005,2
95.78000000000003,Debit,Atlanta,Online,21.999999999999996,Student,27.0,1.0,271.6400000000003,1
379.54,Credit,Indianapolis,Branch,41.0,Doctor,118.0,1.0,12571.76,2
903.19,Debit,El Paso,Online,21.999999999999996,Student,65.0,1.0,8627.08,2
142.19,Debit,Houston,Branch,18.0,Student,27.0,4.0,524.46,2
847.45,Debit,Jacksonville,Branch,28.0,Student,175.0,1.0,422.3199999999997,2
295.18,Credit,Dallas,Branch,66.0,Doctor,31.0,1.0,12961.530000000002,1
18.45999999999998,Debit,Charlotte,Branch,68.0,Retired,213.0,1.0,6381.6,1
603.23,Debit,Detroit,Branch,28.0,Student,48.0,1.0,117.97999999999956,2
54.50000000000003,Credit,Philadelphia,Branch,57.0,Retired,147.0,1.0,1715.2200000000003,0
414.77,Debit,San Francisco,Online,29.0,Doctor,274.0,1.0,5599.81,3
886.19,Debit,Colorado Springs,Branch,61.0,Retired,69.0,1.0,7904.24,1
440.03,Debit,San Jose,Online,49.0,Engineer,88.0,1.0,1490.44,3
76.38999999999996,Debit,Denver,Branch,18.0,Student,219.0,1.0,5976.0,1
595.91,Credit,San Antonio,ATM,19.0,Student,162.0,1.0,1673.7600000000002,3
6.029999999999973,Debit,Chicago,Branch,76.0,Retired,70.0,1.0,3290.72,1
249.34,Debit,Charlotte,ATM,26.0,Engineer,197.0,1.0,3030.97,1
421.52,Debit,San Jose,Branch,20.0,Student,67.0,1.0,369.8599999999997,3
189.77,Debit,Raleigh,Branch,58.0,Engineer,24.0,1.0,6570.36,3
73.19,Debit,Atlanta,Branch,76.0,Retired,213.0,1.0,2264.98,1
188.13,Credit,Jacksonville,Online,75.0,Retired,198.0,1.0,5029.87,2
30.519999999999982,Debit,Jacksonville,Branch,62.0,Doctor,122.0,1.0,12327.74,2
1235.69,Credit,San Jose,Branch,20.0,Student,118.0,1.0,420.25,3
1159.39,Debit,Oklahoma City,Online,41.0,Doctor,150.0,1.0,6499.53,0
170.24,Debit,San Francisco,Branch,62.0,Retired,133.0,1.0,5172.99,3
56.620000000000005,Debit,Austin,Branch,54.0,Doctor,121.0,1.0,8981.1,1
53.139999999999986,Debit,Las Vegas,ATM,34.0,Doctor,70.0,1.0,7915.0,2
587.23,Debit,Omaha,Online,27.0,Student,144.0,1.0,500.84000000000015,0
21.269999999999982,Credit,Indianapolis,Online,62.0,Retired,114.0,1.0,7392.79,2
1397.59,Credit,Austin,ATM,26.0,Student,144.0,1.0,1134.79,1
76.01999999999998,Credit,Albuquerque,Online,34.0,Doctor,189.0,1.0,14765.41,1
135.15,Debit,Colorado Springs,Online,72.0,Retired,50.0,1.0,5878.14,1
39.48000000000002,Debit,Omaha,ATM,56.0,Retired,38.0,1.0,5889.51,0
451.68,Debit,Houston,Online,33.0,Engineer,15.0,1.0,4381.54,2
355.0,Credit,Fort Worth,Online,26.0,Student,33.0,1.0,185.47000000000025,2
427.69,Debit,Raleigh,ATM,43.0,Engineer,236.0,1.0,2443.54,3
254.86,Debit,Boston,Branch,23.0,Student,102.0,1.0,699.8999999999996,1
190.17,Debit,Baltimore,ATM,49.0,Doctor,265.0,1.0,12893.85,1
206.63,Credit,Oklahoma City,Online,59.0,Retired,128.0,1.0,7626.53,0
93.22,Debit,Charlotte,Online,52.0,Retired,52.0,1.0,1014.6300000000001,1
641.06,Debit,Colorado Springs,ATM,23.0,Student,25.0,1.0,1602.13,1
314.55,Credit,Dallas,Branch,27.0,Student,19.000000000000014,2.0,1105.8900000000003,1
836.45,Debit,Virginia Beach,Online,61.0,Retired,63.0,1.0,1731.8900000000003,3
1095.09,Debit,San Francisco,ATM,29.0,Engineer,52.0,1.0,8692.47,3
189.45,Credit,Boston,Branch,53.0,Doctor,62.0,1.0,12578.75,1
91.84,Credit,Mesa,Branch,67.0,Retired,80.0,1.0,1712.4099999999999,0
609.52,Debit,Washington,ATM,78.0,Retired,169.0,1.0,3485.03,3
859.3,Credit,Colorado Springs,Branch,78.0,Retired,68.0,1.0,1146.7799999999997,1
100.00999999999999,Debit,Philadelphia,ATM,50.0,Doctor,63.0,1.0,6393.12,0
28.779999999999973,Credit,Tucson,Online,40.0,Doctor,51.0,1.0,680.5500000000002,3
111.07999999999998,Debit,Chicago,Online,70.0,Doctor,83.0,1.0,7037.34,1
470.96,Credit,Indianapolis,Online,69.0,Doctor,124.0,2.0,12991.03,2
52.22999999999999,Credit,San Francisco,Branch,28.0,Student,96.0,1.0,105.01000000000022,3
78.62,Debit,Oklahoma City,Branch,32.0,Doctor,52.0,1.0,1360.85,0
333.97,Debit,Fresno,Branch,52.0,Doctor,45.0,1.0,5237.36,2
30.870000000000005,Debit,Fresno,ATM,33.0,Doctor,295.0,1.0,14348.65,2
710.43,Debit,San Diego,Online,67.0,Retired,115.0,1.0,5625.55,3
220.23,Debit,Milwaukee,ATM,41.0,Engineer,48.0,1.0,3438.02,0
27.279999999999973,Debit,Atlanta,ATM,29.0,Doctor,96.0,1.0,10668.24,1
101.51999999999998,Debit,Tucson,ATM,49.0,Engineer,98.0,1.0,2018.9,3
162.65,Debit,New York,ATM,59.0,Engineer,147.0,1.0,9500.95,0
10.519999999999982,Debit,Kansas City,ATM,55.0,Retired,30.0,1.0,2472.99,2
270.72,Debit,Los Angeles,Branch,38.0,Doctor,37.000000000000014,1.0,6522.47,2
247.58,Debit,San Antonio,ATM,39.0,Engineer,152.0,1.0,778.7399999999998,3
359.65,Credit,Jacksonville,Online,25.000000000000004,Student,289.0,1.0,219.52999999999975,2
109.91,Debit,Seattle,Branch,38.0,Doctor,90.0,1.0,12896.06,3
215.72,Credit,Columbus,Branch,30.0,Engineer,137.0,1.0,8697.11,1
224.28,Debit,Chicago,Online,64.0,Retired,68.0,1.0,5767.51,1
608.79,Debit,Fort Worth,Online,55.0,Engineer,157.0,1.0,2991.17,2
840.16,Credit,Colorado Springs,Branch,20.0,Student,68.0,1.0,1236.7600000000002,1
203.34,Debit,Phoenix,ATM,60.0,Doctor,66.0,1.0,13586.99,0
90.88,Debit,Colorado Springs,ATM,26.0,Engineer,284.0,1.0,7117.35,1
60.110000000000014,Credit,Albuquerque,Branch,61.0,Retired,122.0,1.0,7235.87,1
393.92,Debit,Memphis,Branch,72.0,Retired,47.0,1.0,7318.64,0
19.389999999999986,Debit,Colorado Springs,ATM,43.0,Doctor,45.0,1.0,9847.6,1
557.41,Credit,Washington,Online,80.0,Retired,49.0,1.0,2968.75,3
57.06999999999999,Credit,Boston,Online,31.0,Doctor,99.0,1.0,9323.71,1
395.27,Credit,Miami,Online,18.0,Student,167.0,1.0,1764.08,0
289.05,Debit,New York,ATM,75.0,Retired,116.0,1.0,5683.49,0
46.110000000000014,Debit,San Francisco,Online,33.0,Doctor,233.0,1.0,5225.73,3
335.5,Debit,Sacramento,ATM,63.0,Retired,47.0,1.0,6445.4,3
388.07,Debit,Seattle,Online,24.0,Student,68.0,1.0,289.71000000000004,3
520.86,Credit,Sacramento,Online,51.0,Engineer,66.0,1.0,9200.74,3
787.4100000000001,Debit,Memphis,Online,25.000000000000004,Student,39.0,1.0,300.8699999999999,0
31.69999999999999,Credit,Raleigh,ATM,48.0,Doctor,121.0,1.0,743.8999999999996,3
22.30000000000001,Debit,Philadelphia,ATM,21.0,Student,90.0,1.0,1200.35,0
203.12,Debit,San Jose,ATM,56.0,Retired,181.0,1.0,1562.3900000000003,3
315.94,Credit,Raleigh,Branch,49.0,Doctor,172.0,1.0,7719.71,3
192.23,Debit,Albuquerque,Online,54.0,Engineer,39.0,3.0,2610.67,1
1510.71,Debit,Oklahoma City,Online,66.0,Retired,51.0,1.0,2060.02,0
0.2599999999999909,Debit,Oklahoma City,Online,20.0,Student,173.0,1.0,1833.67,0
210.76999999999998,Debit,Mesa,ATM,71.0,Retired,161.0,1.0,5396.65,0
406.65,Debit,Mesa,ATM,57.0,Doctor,107.0,1.0,12995.7,0
422.9,Debit,Tucson,ATM,40.0,Engineer,111.0,1.0,7616.43,3
20.620000000000005,Credit,Philadelphia,ATM,35.0,Doctor,225.0,1.0,12500.8,0
174.39,Debit,San Francisco,ATM,19.0,Student,35.999999999999986,1.0,1127.08,3
54.849999999999994,Credit,San Francisco,Branch,58.0,Retired,40.0,1.0,2727.45,3
204.7,Debit,Oklahoma City,Branch,49.0,Doctor,95.0,5.0,5117.03,0
16.55000000000001,Debit,Tucson,Branch,26.0,Engineer,159.0,1.0,6089.79,3
91.32,Debit,Milwaukee,Branch,58.0,Engineer,77.0,1.0,2618.1,0
49.620000000000005,Debit,Portland,ATM,55.0,Engineer,111.0,1.0,3841.42,0
487.16,Credit,Los Angeles,Branch,28.0,Student,84.0,1.0,321.21000000000004,2
405.6,Debit,Tucson,Online,37.0,Engineer,44.0,1.0,9754.73,3
512.95,Debit,Columbus,Branch,57.0,Engineer,143.0,1.0,9584.52,1
345.94,Debit,Portland,ATM,31.0,Doctor,163.0,1.0,7624.56,0
356.56,Debit,New York,Online,47.0,Engineer,52.0,1.0,2485.73,0
10.310000000000002,Debit,Louisville,Online,36.0,Engineer,280.0,1.0,2137.9,2
211.69,Debit,Atlanta,Branch,30.0,Doctor,111.0,1.0,6412.85,1
221.49,Credit,Oklahoma City,Branch,23.0,Student,196.0,1.0,707.25,0
116.88000000000002,Debit,Memphis,ATM,45.0,Doctor,263.0,1.0,7717.34,0
328.77,Credit,San Diego,Online,39.0,Doctor,247.0,1.0,6967.03,3
77.53,Debit,Louisville,Branch,54.0,Retired,55.0,1.0,5158.6,2
421.74,Debit,San Jose,Online,67.0,Doctor,103.0,1.0,12031.14,3
313.69,Debit,Oklahoma City,Branch,73.0,Retired,152.0,1.0,7093.68,0
411.72,Debit,Washington,Branch,29.0,Doctor,153.0,1.0,8539.86,3
508.73,Debit,Chicago,Branch,59.0,Retired,89.0,1.0,7640.57,1
153.08,Debit,Omaha,ATM,24.0,Student,201.0,1.0,1292.21,0
23.00999999999999,Debit,Las Vegas,Branch,63.0,Retired,166.0,1.0,5958.75,2
69.28,Debit,Los Angeles,Online,25.000000000000004,Student,129.0,1.0,708.7399999999998,2
51.25,Credit,Austin,Branch,28.0,Student,66.0,1.0,1744.4,1
407.65,Debit,Denver,ATM,25.000000000000004,Student,263.0,1.0,273.77999999999975,1
459.25,Debit,Tucson,Branch,25.000000000000004,Student,58.99999999999999,1.0,130.76000000000022,3
301.56,Debit,Seattle,Branch,49.0,Doctor,118.0,1.0,10389.6,3
17.670000000000016,Debit,San Diego,Online,63.0,Doctor,91.0,1.0,1048.1800000000007,3
5.2900000000000205,Credit,San Francisco,Online,32.0,Doctor,132.0,1.0,12896.68,3
401.37,Debit,Los Angeles,Branch,43.0,Engineer,251.0,1.0,8208.54,2
145.40000000000003,Debit,Tucson,Online,38.0,Engineer,24.0,1.0,5244.49,3
34.31,Debit,Philadelphia,ATM,24.0,Student,251.0,1.0,1484.7600000000002,0
780.59,Credit,Tucson,Online,23.0,Student,145.0,1.0,6513.34,3
282.65,Debit,Fort Worth,ATM,35.0,Doctor,161.0,1.0,13801.15,2
305.27,Debit,Las Vegas,Online,68.0,Doctor,147.0,1.0,12958.650000000001,2
185.81,Debit,Austin,Online,32.0,Doctor,116.0,1.0,9588.71,1
447.95,Debit,Tucson,Branch,29.0,Engineer,75.0,1.0,7544.4,3
279.3,Debit,Oklahoma City,ATM,19.0,Student,48.0,1.0,1193.6099999999997,0
611.1500000000001,Debit,Detroit,ATM,27.0,Student,121.0,1.0,892.8299999999999,2
275.2,Debit,New York,Online,54.0,Engineer,81.0,1.0,1230.12,0
427.79,Debit,San Jose,Branch,18.0,Student,189.0,1.0,1479.67,3
102.81,Debit,Seattle,Branch,76.0,Retired,47.0,1.0,3228.87,3
22.610000000000014,Debit,Seattle,Online,19.0,Student,145.0,1.0,1111.6699999999996,3
68.28000000000003,Debit,Boston,Online,56.0,Engineer,293.0,1.0,3213.16,1
33.64999999999998,Credit,New York,Online,63.0,Doctor,146.0,1.0,12719.93,0
362.68,Credit,Miami,ATM,63.0,Retired,137.0,1.0,2040.77,0
73.23000000000002,Debit,San Francisco,Branch,20.0,Student,172.0,1.0,1309.85,3
654.49,Credit,Austin,Online,25.000000000000004,Student,104.0,1.0,164.60999999999967,1
18.560000000000002,Credit,Memphis,Branch,49.0,Engineer,161.0,1.0,4230.37,0
389.05,Debit,Dallas,ATM,27.0,Student,41.0,1.0,761.0,1
66.91,Debit,Seattle,ATM,39.0,Doctor,85.0,1.0,871.1000000000004,3
335.48,Debit,Oklahoma City,Branch,45.0,Engineer,155.0,1.0,3023.16,0
38.139999999999986,Debit,Albuquerque,Online,19.0,Student,174.0,1.0,1119.2100000000005,1
1076.98,Debit,Detroit,Branch,60.0,Doctor,173.0,1.0,11833.73,2
360.02,Debit,Dallas,Online,68.0,Retired,68.0,1.0,6400.59,1
567.71,Debit,Memphis,Online,63.0,Doctor,80.0,1.0,13884.24,0
218.19,Debit,Austin,ATM,19.0,Student,185.0,1.0,620.8299999999999,1
209.99,Debit,Denver,ATM,19.0,Student,40.0,1.0,1938.0100000000002,1
11.019999999999982,Debit,Tucson,Branch,19.0,Student,280.0,1.0,964.79,3
83.43,Debit,New York,Online,56.0,Retired,109.0,1.0,1870.1599999999999,0
344.97,Debit,Austin,Online,34.0,Doctor,106.0,1.0,5577.94,1
172.29,Debit,El Paso,ATM,36.0,Engineer,283.0,1.0,8700.8,2
195.54,Debit,Omaha,Online,60.0,Retired,255.0,1.0,2794.66,0
180.45999999999998,Debit,Fresno,ATM,25.000000000000004,Student,34.0,1.0,831.75,2
692.55,Debit,Charlotte,Branch,53.0,Retired,109.0,1.0,2451.56,1
147.31,Credit,Mesa,Online,34.0,Doctor,92.0,1.0,13625.52,0
107.48000000000002,Debit,Los Angeles,Branch,20.0,Student,103.0,1.0,1379.3900000000003,2
1831.02,Credit,Columbus,Online,62.0,Doctor,83.0,1.0,11498.01,1
81.50999999999999,Debit,Washington,Branch,25.000000000000004,Student,97.0,1.0,865.4899999999998,3
365.48,Credit,Seattle,Online,76.0,Retired,216.0,1.0,7147.4,3
491.1,Credit,Houston,Online,35.0,Engineer,125.0,1.0,7833.85,2
452.8,Debit,Los Angeles,Branch,80.0,Retired,151.0,1.0,4840.67,2
88.42000000000002,Debit,El Paso,ATM,62.0,Doctor,91.0,1.0,12381.45,2
155.53,Debit,Baltimore,ATM,29.0,Engineer,66.0,1.0,4008.05,1
991.82,Debit,Milwaukee,Online,43.0,Engineer,300.0,1.0,3493.13,0
39.24000000000001,Debit,Dallas,ATM,77.0,Retired,106.0,1.0,6462.41,1
152.01,Debit,Fort Worth,ATM,42.0,Engineer,111.0,3.0,4625.12,2
78.76999999999998,Credit,Las Vegas,ATM,48.0,Engineer,50.0,1.0,6470.57,2
26.5,Debit,Indianapolis,Online,48.0,Engineer,179.0,1.0,4854.83,2
83.62,Debit,Raleigh,ATM,48.0,Doctor,146.0,1.0,12652.22,3
142.78,Debit,San Diego,Branch,68.0,Doctor,150.0,1.0,11705.88,3
55.99000000000001,Debit,El Paso,ATM,35.0,Doctor,95.0,1.0,932.6099999999997,2
774.48,Debit,Louisville,Branch,61.0,Doctor,31.0,1.0,11613.58,2
105.37,Debit,Sacramento,ATM,25.000000000000004,Student,160.0,1.0,1068.5499999999997,3
118.82999999999998,Debit,Virginia Beach,Online,28.0,Student,295.0,1.0,1616.3000000000002,3
46.22000000000003,Debit,San Jose,Branch,23.0,Student,217.0,1.0,471.27999999999975,3
659.71,Credit,San Jose,Branch,21.0,Student,148.0,1.0,106.85999999999967,3
377.97,Debit,Miami,Online,72.0,Retired,160.0,1.0,2457.1,0
114.09999999999997,Debit,Boston,Branch,69.0,Retired,148.0,1.0,5882.12,1
11.300000000000011,Credit,Louisville,Online,55.0,Retired,41.0,1.0,1938.9899999999998,2
95.5,Debit,Omaha,Online,57.0,Retired,17.0,1.0,4079.09,0
130.93,Credit,Houston,Branch,28.0,Engineer,149.0,1.0,860.1199999999999,2
272.97,Debit,Boston,Online,68.0,Retired,174.0,1.0,7811.31,1
73.35,Debit,San Francisco,Branch,24.0,Student,47.0,1.0,1181.8400000000001,3
29.939999999999998,Debit,San Francisco,ATM,58.0,Doctor,243.0,1.0,10915.54,3
307.24,Debit,San Jose,ATM,19.0,Student,136.0,2.0,1670.7200000000003,3
820.46,Credit,Fort Worth,Online,53.0,Engineer,243.0,1.0,5621.86,2
153.07,Debit,Detroit,ATM,56.0,Engineer,116.0,1.0,8873.43,2
52.94,Debit,Tucson,Branch,41.0,Doctor,146.0,1.0,6990.92,3
384.41,Debit,Jacksonville,ATM,60.0,Engineer,65.0,1.0,7831.56,2
235.42,Debit,Phoenix,Branch,51.0,Retired,175.0,1.0,6173.23,0
114.23000000000005,Debit,Dallas,ATM,56.0,Doctor,64.0,1.0,9523.72,1
12.620000000000005,Debit,El Paso,Branch,33.0,Doctor,61.0,1.0,6420.47,2
997.37,Debit,Fort Worth,ATM,23.0,Student,145.0,1.0,1146.0900000000001,2
373.52,Debit,Colorado Springs,ATM,35.0,Engineer,235.0,1.0,6430.41,1
336.05,Debit,San Antonio,Branch,28.0,Student,164.0,1.0,1635.0500000000002,3
112.27000000000001,Debit,Seattle,Branch,58.0,Doctor,102.0,1.0,7369.89,3
494.96,Debit,Sacramento,ATM,40.0,Engineer,132.0,1.0,6903.68,3
561.58,Debit,Sacramento,Online,65.0,Doctor,23.0,1.0,11748.86,3
440.94,Debit,San Antonio,Online,42.0,Doctor,148.0,1.0,7303.23,3
71.89999999999998,Debit,Los Angeles,Branch,29.0,Doctor,51.0,1.0,10619.35,2
256.66,Credit,Raleigh,Online,54.0,Retired,137.0,1.0,1794.5,3
166.55,Credit,Houston,Branch,59.0,Doctor,99.0,1.0,12970.21,2
276.26,Debit,Louisville,Branch,56.0,Doctor,143.0,1.0,120.89000000000033,2
35.45999999999998,Debit,Indianapolis,ATM,67.0,Doctor,164.0,1.0,5692.31,2
38.139999999999986,Debit,Portland,Branch,50.0,Engineer,165.0,1.0,9879.87,0
506.26,Credit,Baltimore,ATM,64.0,Retired,86.0,1.0,6266.65,1
736.32,Debit,Indianapolis,Online,31.0,Doctor,28.0,1.0,14268.95,2
389.43,Credit,Austin,ATM,52.0,Engineer,151.0,1.0,6449.83,1
25.579999999999984,Debit,Omaha,ATM,60.0,Engineer,166.0,1.0,6741.41,0
446.1,Debit,Seattle,ATM,25.000000000000004,Student,243.0,1.0,1008.4400000000005,3
147.74,Debit,Raleigh,Branch,23.0,Student,15.0,1.0,1711.7799999999997,3
1228.81,Debit,San Francisco,ATM,26.0,Student,254.0,1.0,1821.0,3
46.22999999999999,Debit,Fresno,Online,77.0,Retired,282.0,1.0,5107.75,2
265.37,Debit,Washington,Branch,33.0,Engineer,77.0,1.0,5229.95,3
342.57,Debit,Boston,Online,20.0,Student,91.0,1.0,339.15999999999985,1
417.26,Credit,New York,Online,32.0,Doctor,45.0,1.0,10442.48,0
33.629999999999995,Debit,Columbus,Online,63.0,Retired,76.0,1.0,4324.4,1
64.57999999999998,Debit,El Paso,Branch,55.0,Retired,173.0,1.0,6292.29,2
23.230000000000018,Credit,Miami,Branch,21.0,Student,122.0,1.0,269.0100000000002,0
285.49,Credit,Charlotte,Branch,53.0,Doctor,109.0,1.0,6366.84,1
71.86999999999998,Debit,Nashville,ATM,21.999999999999996,Student,258.0,1.0,1839.1,0
308.8,Debit,Baltimore,ATM,53.0,Retired,41.0,1.0,3966.54,1
288.43,Debit,Phoenix,Branch,66.0,Retired,72.0,1.0,4577.09,0
147.46,Credit,Albuquerque,Online,65.0,Doctor,205.0,1.0,7458.03,1
71.34,Debit,Miami,Online,49.0,Engineer,144.0,3.0,6345.03,0
170.36,Debit,Indianapolis,ATM,30.0,Doctor,118.0,1.0,6034.73,2
965.66,Debit,Raleigh,ATM,53.0,Engineer,32.0,1.0,765.8099999999995,3
736.53,Debit,Philadelphia,ATM,55.0,Engineer,120.0,1.0,9826.26,0
213.42,Debit,Columbus,ATM,45.0,Engineer,17.0,1.0,3736.38,1
94.09,Debit,Miami,Branch,27.0,Student,203.0,1.0,646.8500000000004,0
